Photo_vars,Group,n,mean,sd,min,q25,median,q75,max
AQY,Dark,8,0.19001304811237757,0.07331233893717236,0.06790291023721919,0.14210886360425662,0.20453526047006448,0.22153658155072098,0.30793685261975484
AQY,Light,11,0.13662452385915122,0.024095949647786843,0.09861434920923573,0.1225741719984034,0.13907729339126626,0.1475906699688715,0.18411829684663797
Am,Dark,8,18.079033403642494,12.65124639295355,5.981629981750924,8.604939011922767,14.833876726613624,21.689827249504603,40.56900395693889
Am,Light,11,21.52208594372273,12.75879128914868,6.482884251145364,11.35664632910828,17.731237797921064,30.64716897034579,47.081945217302724
Ik,Dark,8,104.3841054368592,61.38515498864265,24.820412611599494,41.2211533768702,123.49350985627458,137.90915675379176,188.64919011224416
Ik,Light,11,153.42122802456456,77.37751003174306,56.988536895394006,81.30437621353823,143.22085161835247,210.51605169184293,267.8713818763627
Rd,Dark,8,-0.030686907401912485,0.25308991106770895,-0.42766663643660696,-0.19416022105746614,0.04745653608412866,0.12440104649835676,0.2515197486294395
Rd,Light,11,-0.1654700493292604,0.2612790068212242,-0.6701293562617382,-0.2639135211462298,-0.08535934632445662,0.012165333039847452,0.13616041367265547
