Date,Time,No,PAR,Sample,Sample_number,Sample_ID,Taxon,Group,ETR
16.04.26,15:51:51,15,461.0,ETR8,8,Dark_8,Galaxaura,Dark,16.9
16.04.26,15:53:32,16,531.0,ETR1,1,Dark_1,Colpomenia,Dark,31.5
16.04.26,15:53:32,16,531.0,ETR2,2,Dark_2,Dictyota,Dark,6.6
16.04.26,15:53:32,16,531.0,ETR3,3,Dark_3,Sargassum,Dark,
16.04.26,15:53:32,16,531.0,ETR4,4,Dark_4,Padina,Dark,35.8
16.04.26,15:53:32,16,531.0,ETR5,5,Dark_5,Jania,Dark,
16.04.26,15:53:32,16,531.0,ETR6,6,Dark_6,Red UNK,Dark,
16.04.26,15:53:32,16,531.0,ETR7,7,Dark_7,Ulva,Dark,13.7
16.04.26,15:53:32,16,531.0,ETR8,8,Dark_8,Galaxaura,Dark,15.7
16.04.26,15:55:12,17,701.0,ETR1,1,Dark_1,Colpomenia,Dark,26.5
16.04.26,15:55:12,17,701.0,ETR2,2,Dark_2,Dictyota,Dark,
16.04.26,15:55:12,17,701.0,ETR3,3,Dark_3,Sargassum,Dark,
16.04.26,15:55:12,17,701.0,ETR4,4,Dark_4,Padina,Dark,27.1
16.04.26,15:55:12,17,701.0,ETR5,5,Dark_5,Jania,Dark,
16.04.26,15:55:12,17,701.0,ETR6,6,Dark_6,Red UNK,Dark,
16.04.26,15:55:12,17,701.0,ETR7,7,Dark_7,Ulva,Dark,
16.04.26,15:55:12,17,701.0,ETR8,8,Dark_8,Galaxaura,Dark,9.9
